Column1,speler_code,team_naam,meting,Staande.lengte,Zittende.lengte,Beenlengte,Zithoogte,Gewicht,Maturity.Offset,Balance.Beam.6cm,Balance.Beam.4.5cm,Balance.Beam.3cm,Balance.beam.totaal,Zijwaarts.springen.1,Zijwaarts.springen.2,Zijwaarts.springen.totaal,Zijwaarts.verplaatsen.1,Zijwaarts.verplaatsen.2,Zijwaarts.verplaatsen.totaal,Oog.hand.coordinatie.1,Oog.hand.coordinatie.2,Oog.hand.coordinatie.Totaal,X10.meter.sprint.1,X10.meter.sprint.2,X10.meter.sprint.beste,X20.meter.sprint.1,X20.meter.sprint.2,X20.meter.sprint.beste,X30.meter.sprint.1,X30.meter.sprint.2,X30.meter.sprint.beste,CoD.links.1,CoD.links.2,CoD.links.beste,CoD.rechts.1,CoD.rechts.2,CoD.rechts.beste,Vertesprong.1,Vertesprong.2,Vertesprong.beste,club_code,datum,geboortedatum
70,2XK7z,Onder 17,2e meting,184.0,138.9,86.6,97.4,76.5,3.28,23.0,21.0,6.0,58.0,45.0,53.0,123.0,32.0,25.0,56.0,27.0,38.0,54.0,1.94,1.74,1.81,3.25,3.19,3.06,4.53,4.32,4.45,8.25,8.29,8.36,9.05,8.18,8.34,1.87,2.04,2.06,1X8m4,2018-04-05,2001-08-24
71,3yLqx,Onder 13,1e meting,177.9,127.1,92.3,85.6,66.7,-0.32,21.0,10.0,3.0,46.0,46.0,41.0,92.0,32.0,27.0,27.0,35.0,41.0,63.0,1.96,1.89,1.92,3.5,3.29,3.75,5.22,5.18,4.72,8.46,9.07,9.19,8.95,9.19,8.15,1.5,1.69,1.46,1X8m4,2013-10-05,2001-01-06
72,3yLqx,Onder 13,2e meting,179.3,128.4,92.5,86.9,70.7,0.11,24.0,14.0,6.0,49.0,43.0,36.0,153.0,22.0,31.0,68.0,30.0,38.0,48.0,1.9,2.02,1.97,3.71,3.54,3.69,5.27,4.81,5.34,8.59,8.57,8.83,9.73,9.44,8.51,1.9,1.89,1.78,1X8m4,2014-04-05,2001-01-06
73,3yLqx,Onder 14,1e meting,180.1,129.7,91.9,88.2,73.7,0.54,24.0,24.0,18.0,41.0,40.0,41.0,108.0,20.0,31.0,65.0,29.0,30.0,102.0,2.05,2.34,2.06,3.65,3.58,3.72,4.36,5.15,4.29,8.51,8.24,8.74,8.49,7.75,8.29,1.88,1.87,2.19,1X8m4,2014-10-05,2001-01-06
74,3yLqx,Onder 14,2e meting,181.6,130.2,92.9,88.7,73.5,0.84,18.0,7.0,19.0,56.0,52.0,57.0,131.0,23.0,35.0,55.0,35.0,36.0,61.0,2.18,1.8,2.07,3.63,3.55,3.72,5.02,4.66,4.93,8.09,9.01,8.1,8.77,8.19,8.46,2.26,1.79,1.88,1X8m4,2015-04-05,2001-01-06
75,3yLqx,Onder 15,1e meting,182.2,131.7,92.0,90.2,74.4,1.29,21.0,21.0,7.0,62.0,41.0,51.0,106.0,29.0,23.0,54.0,27.0,34.0,58.0,1.88,1.97,1.74,3.3,3.32,3.48,4.33,4.51,4.87,8.79,8.66,10.25,8.38,8.59,8.35,1.92,1.85,2.31,1X8m4,2015-10-05,2001-01-06
76,3yLqx,Onder 15,2e meting,183.0,132.2,92.4,90.7,73.5,1.59,16.0,21.0,16.0,57.0,58.0,67.0,108.0,33.0,29.0,63.0,30.0,40.0,54.0,1.97,1.97,1.86,3.05,3.49,3.55,4.92,4.66,4.77,8.68,8.31,9.08,8.74,8.12,7.74,1.81,2.2,2.28,1X8m4,2016-04-05,2001-01-06
77,3yLqx,Onder 16,1e meting,184.0,134.0,91.5,92.5,72.7,2.08,18.0,12.0,13.0,47.0,66.0,51.0,101.0,30.0,25.0,61.0,41.0,34.0,98.0,2.0,1.98,1.66,3.36,3.04,3.3,4.55,4.26,4.5,7.9,8.33,8.32,8.23,8.45,8.66,1.93,2.07,2.18,1X8m4,2016-10-05,2001-01-06
78,3yLqx,Onder 16,2e meting,185.0,135.0,91.5,93.5,74.1,2.48,16.0,21.0,8.0,64.0,45.0,74.0,101.0,24.0,32.0,52.0,33.0,30.0,78.0,1.78,1.92,1.82,3.13,3.27,3.13,4.65,4.14,4.36,7.69,8.18,9.07,8.14,7.77,7.64,2.09,2.01,2.43,1X8m4,2017-04-05,2001-01-06
79,3yLqx,Onder 17,1e meting,186.8,135.7,92.6,94.2,72.9,2.83,26.0,9.0,16.0,62.0,67.0,45.0,112.0,30.0,38.0,55.0,30.0,47.0,88.0,1.98,1.93,1.76,3.23,3.01,3.17,4.46,4.34,4.55,8.73,8.14,7.73,8.74,7.74,8.39,2.17,1.77,2.5,1X8m4,2017-10-05,2001-01-06
80,3yLqx,Onder 17,2e meting,187.2,136.9,91.8,95.4,74.5,3.28,19.0,18.0,18.0,43.0,50.0,59.0,119.0,30.0,33.0,56.0,36.0,56.0,84.0,1.74,1.89,2.04,3.17,3.12,3.23,4.4,4.41,4.67,8.61,8.15,8.76,7.78,8.45,8.33,2.28,1.69,2.08,1X8m4,2018-04-05,2001-01-06
81,4dMaH,Onder 13,1e meting,145.5,112.3,74.7,70.8,32.5,-2.37,22.0,14.0,14.0,66.0,57.0,47.0,54.0,30.0,24.0,46.0,20.0,21.0,76.0,2.11,2.04,2.26,3.38,3.35,3.77,4.86,4.98,5.09,8.84,9.04,9.69,9.27,8.92,8.77,1.48,2.03,1.89,1X8m4,2013-10-05,2001-01-07
82,4dMaH,Onder 13,2e meting,147.4,114.0,74.9,72.5,37.2,-1.91,22.0,12.0,9.0,53.0,52.0,52.0,107.0,34.0,25.0,43.0,23.0,43.0,57.0,1.9,2.15,2.09,3.45,3.05,3.73,5.33,5.5,4.24,8.62,8.45,8.55,8.81,8.51,7.28,1.72,1.56,1.48,1X8m4,2014-04-05,2001-01-07
83,4dMaH,Onder 14,1e meting,147.8,114.8,74.5,73.3,39.9,-1.57,22.0,17.0,9.0,35.0,55.0,28.0,102.0,30.0,28.0,52.0,35.0,35.0,98.0,2.0,1.78,1.93,3.76,3.52,3.2,5.22,4.62,4.35,8.56,9.53,8.46,9.18,9.09,8.71,1.68,1.82,1.64,1X8m4,2014-10-05,2001-01-07
84,4dMaH,Onder 14,2e meting,148.5,116.0,74.0,74.5,40.4,-1.22,24.0,11.0,16.0,62.0,60.0,61.0,105.0,33.0,21.0,73.0,30.0,34.0,88.0,1.95,1.77,2.13,3.23,3.51,3.42,5.44,4.76,4.62,8.24,8.23,8.32,8.8,8.67,8.54,1.8,1.95,1.62,1X8m4,2015-04-05,2001-01-07
85,4dMaH,Onder 15,1e meting,149.6,116.6,74.5,75.1,39.1,-0.96,22.0,12.0,21.0,76.0,47.0,64.0,83.0,29.0,27.0,58.0,32.0,42.0,46.0,1.96,1.86,1.81,3.3,3.22,3.33,4.88,4.88,4.68,8.79,8.7,9.12,7.91,7.83,8.07,1.74,2.06,2.27,1X8m4,2015-10-05,2001-01-07
86,4dMaH,Onder 15,2e meting,151.2,118.3,74.4,76.8,40.4,-0.52,26.0,20.0,11.0,64.0,52.0,54.0,125.0,35.0,26.0,66.0,33.0,44.0,65.0,1.85,1.94,2.04,3.68,3.49,3.21,4.25,4.37,4.43,8.91,8.62,8.15,8.59,7.91,8.53,2.04,1.43,2.05,1X8m4,2016-04-05,2001-01-07
87,4dMaH,Onder 16,1e meting,152.1,118.3,75.2,76.8,40.1,-0.31,20.0,24.0,3.0,77.0,52.0,62.0,80.0,22.0,34.0,64.0,31.0,40.0,71.0,1.96,1.77,1.85,3.36,3.1,3.16,4.86,4.58,4.39,8.54,8.22,7.99,7.94,8.6,8.1,1.92,2.37,2.22,1X8m4,2016-10-05,2001-01-07
88,4dMaH,Onder 16,2e meting,152.6,119.4,74.8,77.9,39.5,0.04,23.0,23.0,16.0,50.0,51.0,45.0,142.0,29.0,31.0,66.0,37.0,35.0,84.0,2.0,1.97,2.02,3.04,3.48,3.22,4.86,4.53,4.42,8.12,8.26,8.32,8.4,7.44,6.54,2.3,2.17,1.82,1X8m4,2017-04-05,2001-01-07
89,4dMaH,Onder 17,1e meting,153.8,121.1,74.2,79.6,40.3,0.51,18.0,17.0,21.0,44.0,53.0,40.0,123.0,33.0,39.0,92.0,23.0,47.0,69.0,1.92,1.69,1.71,3.29,2.9,3.05,4.6,4.39,4.25,8.38,7.24,7.49,7.87,8.46,7.01,2.41,2.13,2.34,1X8m4,2017-10-05,2001-01-07
90,4dMaH,Onder 17,2e meting,155.0,121.6,74.9,80.1,39.4,0.79,19.0,29.0,5.0,48.0,51.0,60.0,97.0,26.0,34.0,64.0,23.0,17.0,52.0,1.81,2.05,1.81,3.52,2.95,3.04,4.29,4.39,4.52,7.77,8.3,8.59,8.49,7.75,8.19,1.97,1.96,2.07,1X8m4,2018-04-05,2001-01-07
91,4h3yE,Onder 13,1e meting,183.9,135.0,90.4,93.5,72.5,0.33,21.0,22.0,14.0,66.0,35.0,48.0,76.0,22.0,33.0,53.0,34.0,37.0,48.0,1.85,2.15,2.53,3.69,3.6,3.6,5.51,5.27,4.55,9.19,8.52,8.34,8.8,9.05,8.58,1.54,1.82,2.22,1X8m4,2013-10-05,2001-08-07
92,4h3yE,Onder 13,2e meting,185.8,136.5,90.8,95.0,77.1,0.82,21.0,28.0,15.0,66.0,46.0,49.0,89.0,20.0,31.0,43.0,33.0,29.0,46.0,2.0,2.05,1.91,3.48,3.52,3.14,4.6,4.97,5.12,8.65,8.89,8.36,8.92,8.84,7.83,1.85,1.53,1.89,1X8m4,2014-04-05,2001-08-07
93,4h3yE,Onder 14,1e meting,186.3,137.3,90.5,95.8,80.4,1.22,20.0,19.0,13.0,51.0,51.0,60.0,101.0,32.0,35.0,56.0,31.0,38.0,62.0,1.89,1.76,1.85,3.37,3.72,3.26,5.03,4.86,4.44,8.59,8.23,8.63,9.25,8.61,8.86,1.83,2.29,1.56,1X8m4,2014-10-05,2001-08-07
94,4h3yE,Onder 14,2e meting,187.1,138.1,90.5,96.6,78.8,1.56,25.0,14.0,9.0,28.0,53.0,55.0,111.0,29.0,31.0,66.0,33.0,40.0,78.0,1.86,2.27,1.96,3.57,3.53,3.53,5.84,4.4,5.29,9.1,8.34,8.92,8.69,8.57,8.91,2.01,1.54,1.55,1X8m4,2015-04-05,2001-08-07
95,4h3yE,Onder 15,1e meting,188.7,139.8,90.5,98.3,78.9,2.04,24.0,15.0,0.0,33.0,41.0,43.0,93.0,23.0,40.0,65.0,41.0,32.0,58.0,2.11,1.77,2.02,3.52,3.42,3.34,4.72,4.22,4.71,8.24,9.32,8.35,8.26,8.29,8.13,2.11,1.86,2.17,1X8m4,2015-10-05,2001-08-07
96,4h3yE,Onder 15,2e meting,189.7,140.9,90.3,99.4,80.2,2.48,19.0,21.0,14.0,67.0,42.0,46.0,92.0,32.0,34.0,72.0,26.0,44.0,63.0,2.05,1.86,2.1,3.85,3.65,3.47,4.92,4.74,4.7,7.97,8.74,7.57,8.2,9.04,7.79,2.05,2.16,1.84,1X8m4,2016-04-05,2001-08-07
97,4h3yE,Onder 16,1e meting,190.6,141.5,90.6,100.0,80.5,2.84,26.0,26.0,22.0,56.0,46.0,57.0,91.0,30.0,29.0,79.0,25.0,34.0,91.0,1.86,1.89,2.0,3.4,3.25,3.07,4.28,4.32,4.77,8.75,7.92,9.81,8.82,8.02,8.48,1.94,2.03,2.28,1X8m4,2016-10-05,2001-08-07
98,4h3yE,Onder 16,2e meting,191.2,142.7,90.0,101.2,80.5,3.29,29.0,16.0,12.0,60.0,28.0,36.0,80.0,33.0,32.0,71.0,43.0,29.0,67.0,2.03,1.81,1.82,3.31,3.17,3.26,4.44,3.98,5.1,8.34,8.36,7.64,7.71,7.89,8.87,2.2,1.95,2.31,1X8m4,2017-04-05,2001-08-07
99,4h3yE,Onder 17,1e meting,192.8,144.0,90.3,102.5,79.5,3.74,24.0,30.0,12.0,57.0,59.0,48.0,122.0,30.0,27.0,65.0,38.0,46.0,88.0,1.69,1.87,1.93,3.34,3.07,3.2,4.37,4.41,4.09,8.31,7.81,8.21,8.32,7.74,8.38,2.01,2.58,2.33,1X8m4,2017-10-05,2001-08-07
100,4h3yE,Onder 17,2e meting,193.8,144.9,90.4,103.4,79.6,4.16,12.0,20.0,11.0,51.0,66.0,75.0,107.0,29.0,36.0,64.0,25.0,34.0,52.0,1.87,1.77,2.05,3.44,3.27,3.0,4.01,4.27,4.16,8.45,7.94,7.19,8.13,7.49,8.18,2.38,2.24,2.33,1X8m4,2018-04-05,2001-08-07
101,4wC0I,Onder 13,1e meting,172.7,131.0,83.2,89.5,71.9,-0.2,23.0,9.0,14.0,51.0,48.0,52.0,128.0,27.0,37.0,63.0,30.0,26.0,53.0,1.85,1.97,2.11,3.37,3.33,3.61,4.92,4.81,4.85,8.83,8.64,8.2,8.98,8.31,8.47,1.59,1.62,2.13,1X8m4,2013-10-05,2001-10-20
102,4wC0I,Onder 13,2e meting,173.8,132.2,83.1,90.7,76.9,0.25,21.0,18.0,20.0,53.0,43.0,39.0,101.0,19.0,27.0,51.0,21.0,25.0,73.0,2.13,2.08,2.23,3.61,3.66,3.09,5.05,4.73,4.9,9.15,8.51,7.71,9.08,8.67,8.16,2.22,1.51,1.85,1X8m4,2014-04-05,2001-10-20
103,4wC0I,Onder 14,1e meting,175.5,133.8,83.2,92.3,79.9,0.73,25.0,22.0,20.0,66.0,57.0,60.0,88.0,30.0,31.0,59.0,26.0,33.0,63.0,1.87,2.15,2.0,3.5,3.41,3.8,4.38,4.65,4.7,8.83,8.8,8.6,8.54,7.81,9.34,1.72,2.01,1.87,1X8m4,2014-10-05,2001-10-20
104,4wC0I,Onder 14,2e meting,176.3,134.3,83.6,92.8,79.8,1.04,25.0,12.0,10.0,44.0,61.0,59.0,119.0,35.0,31.0,60.0,34.0,37.0,77.0,1.96,1.98,1.79,3.58,3.33,3.35,5.15,4.89,4.2,9.37,8.43,8.6,9.04,8.0,9.0,2.05,2.1,1.92,1X8m4,2015-04-05,2001-10-20
105,4wC0I,Onder 15,1e meting,177.3,135.1,83.8,93.6,78.9,1.39,27.0,23.0,8.0,50.0,44.0,49.0,108.0,28.0,26.0,48.0,36.0,28.0,66.0,1.94,1.99,1.88,3.28,3.28,3.22,4.64,4.48,4.58,8.64,8.21,8.79,9.21,7.56,7.74,1.5,2.3,1.61,1X8m4,2015-10-05,2001-10-20
106,4wC0I,Onder 15,2e meting,177.9,136.1,83.3,94.6,78.0,1.77,24.0,17.0,5.0,40.0,62.0,45.0,125.0,28.0,38.0,62.0,27.0,31.0,90.0,1.92,1.91,1.79,3.53,3.59,3.32,4.75,4.53,4.48,8.46,7.95,7.48,8.53,7.44,8.59,1.83,1.85,2.25,1X8m4,2016-04-05,2001-10-20
107,4wC0I,Onder 16,1e meting,179.2,137.5,83.2,96.0,77.9,2.22,22.0,22.0,18.0,70.0,52.0,56.0,143.0,26.0,33.0,56.0,35.0,32.0,84.0,1.81,1.83,1.9,3.38,2.82,3.17,4.55,4.73,5.52,8.09,7.9,7.99,8.75,8.22,9.7,2.03,2.21,1.85,1X8m4,2016-10-05,2001-10-20
108,4wC0I,Onder 16,2e meting,180.1,138.7,82.8,97.2,78.9,2.66,22.0,21.0,17.0,66.0,80.0,49.0,98.0,25.0,28.0,63.0,25.0,33.0,57.0,1.9,1.92,1.92,3.12,3.14,3.46,4.34,4.14,4.29,8.4,7.63,9.36,8.59,8.27,8.65,2.25,1.76,2.11,1X8m4,2017-04-05,2001-10-20
109,4wC0I,Onder 17,1e meting,181.6,139.4,83.6,97.9,79.6,3.04,23.0,11.0,16.0,47.0,35.0,59.0,99.0,28.0,30.0,75.0,53.0,42.0,74.0,1.91,1.72,1.65,3.27,3.05,2.97,4.48,4.32,4.5,7.79,8.36,7.6,8.23,8.16,8.09,2.19,2.33,2.18,1X8m4,2017-10-05,2001-10-20
110,4wC0I,Onder 17,2e meting,182.7,140.9,83.3,99.4,78.5,3.52,24.0,10.0,10.0,59.0,64.0,50.0,92.0,33.0,29.0,69.0,27.0,27.0,61.0,1.88,1.81,1.81,3.14,3.36,2.91,4.73,4.1,4.15,7.87,8.91,7.96,7.58,8.29,7.67,2.42,2.14,2.09,1X8m4,2018-04-05,2001-10-20
111,4x00v,Onder 13,1e meting,177.4,125.1,93.8,83.6,63.3,-1.0,23.0,16.0,5.0,54.0,47.0,53.0,111.0,28.0,32.0,53.0,31.0,34.0,69.0,1.82,2.22,2.0,3.29,3.87,3.41,4.99,5.03,5.01,8.95,8.81,8.9,10.19,8.88,7.56,1.47,1.66,2.02,1X8m4,2013-10-05,2001-12-02
112,4x00v,Onder 13,2e meting,178.9,126.3,94.1,84.8,67.6,-0.59,20.0,10.0,22.0,45.0,55.0,53.0,40.0,33.0,26.0,32.0,34.0,23.0,53.0,2.07,2.02,2.07,3.35,3.84,3.33,4.92,4.71,4.41,8.92,8.77,9.59,9.19,8.44,8.34,1.64,1.52,2.09,1X8m4,2014-04-05,2001-12-02
113,4x00v,Onder 14,1e meting,179.7,127.9,93.4,86.4,70.9,-0.14,17.0,13.0,10.0,77.0,42.0,44.0,99.0,26.0,25.0,72.0,20.0,33.0,72.0,2.01,1.76,1.85,3.78,3.77,3.47,4.74,4.78,4.78,8.65,8.25,8.95,8.29,8.21,8.81,1.98,1.87,1.67,1X8m4,2014-10-05,2001-12-02
114,4x00v,Onder 14,2e meting,180.5,129.0,93.0,87.5,70.0,0.22,20.0,15.0,16.0,58.0,65.0,42.0,90.0,27.0,26.0,69.0,35.0,28.0,62.0,1.99,1.96,1.73,3.12,3.68,3.62,5.08,4.4,4.7,8.13,9.16,8.72,8.69,8.99,8.7,2.18,1.74,1.61,1X8m4,2015-04-05,2001-12-02
115,4x00v,Onder 15,1e meting,182.4,129.9,93.9,88.4,71.0,0.57,19.0,11.0,9.0,40.0,53.0,58.0,105.0,26.0,42.0,53.0,28.0,39.0,67.0,1.95,1.93,2.17,3.33,3.29,3.57,4.96,5.14,4.55,8.22,8.98,8.24,8.11,7.96,7.6,2.25,1.8,2.03,1X8m4,2015-10-05,2001-12-02
116,4x00v,Onder 15,2e meting,183.3,130.2,94.5,88.7,71.1,0.85,23.0,23.0,9.0,67.0,61.0,42.0,99.0,25.0,34.0,44.0,32.0,36.0,63.0,2.09,1.91,1.9,3.35,3.48,3.47,4.91,5.0,3.99,8.81,8.0,8.96,8.84,8.51,8.34,2.09,1.98,1.64,1X8m4,2016-04-05,2001-12-02
117,4x00v,Onder 16,1e meting,184.3,132.0,93.8,90.5,71.2,1.32,19.0,11.0,17.0,61.0,42.0,58.0,98.0,26.0,35.0,64.0,47.0,35.0,78.0,1.87,2.12,1.94,3.31,2.7,3.15,4.55,4.56,4.01,8.23,9.07,8.4,8.51,8.19,9.13,2.34,2.13,2.4,1X8m4,2016-10-05,2001-12-02
118,4x00v,Onder 16,2e meting,185.3,132.2,94.7,90.7,69.8,1.58,31.0,15.0,15.0,59.0,51.0,60.0,112.0,23.0,29.0,57.0,48.0,39.0,61.0,1.87,1.92,1.92,3.03,3.22,3.27,4.26,4.44,3.98,8.48,8.37,7.62,8.36,8.48,7.49,2.09,2.16,2.19,1X8m4,2017-04-05,2001-12-02
119,4x00v,Onder 17,1e meting,186.2,133.4,94.3,91.9,70.5,2.0,30.0,20.0,12.0,37.0,74.0,55.0,81.0,37.0,34.0,57.0,36.0,41.0,79.0,1.79,1.98,1.81,3.18,3.29,3.15,4.88,4.39,4.26,7.61,8.01,8.02,7.86,8.98,8.26,2.17,2.04,2.23,1X8m4,2017-10-05,2001-12-02
120,4x00v,Onder 17,2e meting,186.5,134.7,93.3,93.2,71.1,2.45,27.0,28.0,14.0,66.0,57.0,63.0,95.0,32.0,28.0,79.0,34.0,24.0,60.0,1.92,1.85,1.94,3.12,2.88,3.08,4.47,4.08,4.36,8.02,7.5,8.47,8.07,8.49,8.04,2.36,1.93,2.01,1X8m4,2018-04-05,2001-12-02
121,6YGuu,Onder 13,1e meting,162.5,123.0,81.0,81.5,44.0,-1.07,17.0,23.0,9.0,61.0,41.0,59.0,86.0,30.0,33.0,47.0,24.0,34.0,61.0,2.19,2.17,2.1,3.18,3.4,3.55,5.57,4.59,4.65,9.01,8.9,9.52,8.04,8.91,9.34,1.84,1.8,1.33,1X8m4,2013-10-05,2001-01-27
122,6YGuu,Onder 13,2e meting,164.0,124.7,80.8,83.2,48.0,-0.6,28.0,22.0,19.0,46.0,48.0,61.0,87.0,20.0,17.0,10.0,34.0,27.0,58.0,1.92,2.22,1.93,3.58,3.84,3.22,4.41,5.18,4.48,9.38,9.2,7.57,8.78,9.04,9.44,1.79,1.72,2.42,1X8m4,2014-04-05,2001-01-27
123,6YGuu,Onder 14,1e meting,165.1,125.3,81.3,83.8,51.6,-0.25,31.0,20.0,16.0,60.0,53.0,50.0,88.0,20.0,23.0,56.0,24.0,48.0,72.0,2.02,1.96,1.98,3.57,3.7,3.4,4.72,5.13,5.29,8.89,8.77,7.94,8.48,8.46,8.32,1.94,1.85,1.87,1X8m4,2014-10-05,2001-01-27
124,6YGuu,Onder 14,2e meting,166.2,126.8,80.9,85.3,50.1,0.15,23.0,31.0,6.0,52.0,36.0,59.0,114.0,28.0,31.0,53.0,26.0,25.0,66.0,1.97,2.03,1.84,3.4,3.63,3.26,5.05,5.1,4.48,8.74,8.73,8.0,8.22,8.86,8.12,1.96,1.52,1.75,1X8m4,2015-04-05,2001-01-27
125,6YGuu,Onder 15,1e meting,167.5,127.3,81.6,85.8,51.9,0.47,12.0,23.0,15.0,47.0,57.0,51.0,97.0,25.0,32.0,65.0,29.0,37.0,70.0,2.01,1.81,2.05,3.42,3.35,3.24,4.91,4.62,4.54,9.03,8.36,9.72,8.61,9.02,8.59,2.43,2.14,2.25,1X8m4,2015-10-05,2001-01-27
126,6YGuu,Onder 15,2e meting,167.9,128.8,80.6,87.3,51.0,0.9,28.0,24.0,10.0,50.0,33.0,51.0,120.0,30.0,30.0,61.0,32.0,42.0,90.0,1.95,1.86,1.95,3.23,3.58,3.1,4.34,4.33,4.52,8.29,8.38,8.81,8.02,8.57,9.08,1.87,2.17,2.05,1X8m4,2016-04-05,2001-01-27
127,6YGuu,Onder 16,1e meting,169.1,129.4,81.2,87.9,50.6,1.22,23.0,26.0,12.0,70.0,59.0,56.0,116.0,33.0,34.0,46.0,33.0,35.0,28.0,2.03,1.83,1.98,3.26,2.9,3.33,4.29,4.76,4.48,8.57,8.8,8.99,8.98,8.48,8.61,1.95,2.1,2.23,1X8m4,2016-10-05,2001-01-27
128,6YGuu,Onder 16,2e meting,170.4,130.9,81.0,89.4,50.0,1.66,27.0,18.0,22.0,61.0,60.0,51.0,75.0,29.0,38.0,54.0,26.0,42.0,70.0,1.98,1.94,1.93,3.16,2.88,3.16,4.4,4.33,3.81,8.25,8.27,8.11,8.9,8.56,6.95,2.22,2.21,2.28,1X8m4,2017-04-05,2001-01-27
129,6YGuu,Onder 17,1e meting,171.3,131.8,81.1,90.3,51.9,2.07,20.0,10.0,15.0,64.0,55.0,78.0,110.0,35.0,27.0,63.0,44.0,55.0,70.0,1.8,1.95,1.89,3.35,2.98,3.12,4.54,4.69,4.25,7.63,8.16,8.36,7.68,9.14,7.67,2.03,2.17,2.08,1X8m4,2017-10-05,2001-01-27
130,6YGuu,Onder 17,2e meting,172.4,132.2,81.7,90.7,50.5,2.36,24.0,14.0,14.0,57.0,53.0,46.0,120.0,32.0,36.0,69.0,29.0,48.0,90.0,1.85,2.15,1.8,3.09,3.04,2.87,4.39,4.19,4.03,7.94,8.22,7.9,7.89,8.08,7.52,2.18,2.3,2.12,1X8m4,2018-04-05,2001-01-27
131,7MWGw,Onder 13,1e meting,183.2,133.1,91.6,91.6,70.4,-0.07,25.0,22.0,21.0,54.0,37.0,60.0,76.0,19.0,35.0,55.0,28.0,36.0,60.0,1.99,1.99,1.73,3.52,3.79,3.05,4.48,4.93,5.54,8.83,8.27,8.93,8.71,9.19,8.94,1.86,1.7,1.92,1X8m4,2013-10-05,2001-12-08
132,7MWGw,Onder 13,2e meting,185.0,134.5,92.0,93.0,73.9,0.38,20.0,13.0,18.0,70.0,49.0,41.0,85.0,23.0,25.0,41.0,29.0,27.0,63.0,2.08,2.23,1.84,3.61,3.52,3.41,4.61,5.61,4.4,8.44,9.4,8.86,8.51,9.24,8.49,1.65,1.92,2.0,1X8m4,2014-04-05,2001-12-08
133,7MWGw,Onder 14,1e meting,185.9,135.6,91.9,94.1,77.0,0.8,28.0,16.0,14.0,47.0,51.0,48.0,96.0,31.0,31.0,63.0,27.0,31.0,55.0,1.97,2.07,1.86,3.5,3.58,3.49,5.19,5.1,4.57,9.15,7.94,9.03,8.72,8.01,8.79,1.92,2.23,1.71,1X8m4,2014-10-05,2001-12-08
134,7MWGw,Onder 14,2e meting,186.3,136.5,91.2,95.0,77.6,1.18,27.0,22.0,20.0,50.0,43.0,60.0,96.0,22.0,23.0,61.0,35.0,40.0,75.0,2.09,1.95,1.97,3.51,3.33,3.61,4.81,4.49,5.25,8.06,9.3,8.44,9.0,8.63,9.32,1.75,1.7,1.91,1X8m4,2015-04-05,2001-12-08
135,7MWGw,Onder 15,1e meting,188.1,137.3,92.3,95.8,78.2,1.54,23.0,24.0,13.0,57.0,61.0,44.0,90.0,28.0,33.0,54.0,27.0,29.0,51.0,2.17,2.03,1.84,3.37,3.44,3.36,4.3,4.63,4.41,8.51,8.64,9.07,8.87,8.34,8.36,2.05,2.15,2.09,1X8m4,2015-10-05,2001-12-08
136,7MWGw,Onder 15,2e meting,188.6,138.3,91.9,96.8,76.9,1.92,20.0,14.0,7.0,65.0,55.0,55.0,104.0,31.0,35.0,64.0,38.0,52.0,80.0,1.98,1.94,1.89,3.67,3.44,3.22,4.64,5.34,5.0,8.55,8.28,6.96,8.19,8.61,8.18,2.05,1.96,1.9,1X8m4,2016-04-05,2001-12-08
137,7MWGw,Onder 16,1e meting,189.4,139.4,91.5,97.9,77.3,2.35,25.0,18.0,11.0,40.0,52.0,54.0,127.0,30.0,35.0,52.0,31.0,31.0,80.0,2.12,1.74,1.63,3.32,3.32,2.73,4.72,4.87,3.83,8.52,8.29,7.98,8.46,8.01,7.45,2.36,2.35,2.05,1X8m4,2016-10-05,2001-12-08
138,7MWGw,Onder 16,2e meting,191.1,140.9,91.7,99.4,77.5,2.81,25.0,15.0,6.0,63.0,59.0,56.0,119.0,31.0,28.0,54.0,34.0,38.0,82.0,1.82,1.9,2.07,3.41,3.28,3.45,4.64,4.5,3.97,7.91,7.88,9.04,8.87,8.74,7.89,2.05,2.27,2.28,1X8m4,2017-04-05,2001-12-08
139,7MWGw,Onder 17,1e meting,191.2,142.0,90.7,100.5,78.0,3.26,19.0,10.0,25.0,66.0,49.0,56.0,102.0,32.0,30.0,69.0,32.0,40.0,84.0,1.73,1.91,1.66,2.92,3.42,3.17,4.3,3.99,4.25,8.3,7.8,8.0,7.65,8.55,8.04,2.34,2.09,2.14,1X8m4,2017-10-05,2001-12-08
140,7MWGw,Onder 17,2e meting,193.2,142.5,92.2,101.0,78.2,3.61,24.0,15.0,19.0,63.0,49.0,52.0,129.0,40.0,44.0,62.0,27.0,51.0,69.0,2.06,2.06,1.8,3.09,3.09,2.99,4.45,4.24,4.29,9.1,8.01,8.28,8.68,7.98,7.99,2.33,2.21,2.1,1X8m4,2018-04-05,2001-12-08
141,8wQnr,Onder 13,1e meting,155.6,116.9,80.2,75.4,43.5,-1.84,19.0,19.0,18.0,56.0,57.0,48.0,117.0,24.0,31.0,34.0,31.0,28.0,78.0,1.99,2.08,2.41,3.59,3.0,3.44,4.66,5.07,4.61,9.01,8.96,7.87,8.41,8.33,9.96,1.89,1.88,1.67,1X8m4,2013-10-05,2001-04-22
